sample_id,site_id,collection_date,year
249-231206,100,12/6/23,2023
249-231208,100,12/8/23,2023
249-231211,100,12/11/23,2023
249-231213,100,12/13/23,2023
249-231215,100,12/15/23,2023
249-231218,100,12/18/23,2023
249-231220,100,12/20/23,2023
249-231222,100,12/22/23,2023
249-231226,100,12/26/23,2023
249-231227,100,12/27/23,2023
249-231229,100,12/29/23,2023
249-240102,100,1/2/24,2024
249-240103,100,1/3/24,2024
249-240105,100,1/5/24,2024
249-240108,100,1/8/24,2024
249-240110,100,1/10/24,2024
249-240112,100,1/12/24,2024
249-240115,100,1/15/24,2024
249-240117,100,1/17/24,2024
249-240119,100,1/19/24,2024
249-240122,100,1/22/24,2024
249-240124,100,1/24/24,2024
249-240126,100,1/26/24,2024
249-240129,100,1/29/24,2024
249-240131,100,1/31/24,2024
249-240202,100,2/2/24,2024
249-240205,100,2/5/24,2024
249-240207,100,2/7/24,2024
249-240209,100,2/9/24,2024
249-240212,100,2/12/24,2024
249-240214,100,2/14/24,2024
249-240216,100,2/16/24,2024
249-240219,100,2/19/24,2024
249-240221,100,2/21/24,2024
251-230807,101,8/7/23,2023
251-230809,101,8/9/23,2023
251-230811,101,8/11/23,2023
251-230814,101,8/14/23,2023
251-230816,101,8/16/23,2023
251-230818,101,8/18/23,2023
251-230821,101,8/21/23,2023
251-230823,101,8/23/23,2023
251-230825,101,8/25/23,2023
251-230828,101,8/28/23,2023
251-230908,101,9/8/23,2023
251-230911,101,9/11/23,2023
251-230913,101,9/13/23,2023
251-230915,101,9/15/23,2023
251-230918,101,9/18/23,2023
251-230920,101,9/20/23,2023
251-230922,101,9/22/23,2023
251-230925,101,9/25/23,2023
251-230927,101,9/27/23,2023
251-230929,101,9/29/23,2023
251-231002,101,10/2/23,2023
251-231004,101,10/4/23,2023
251-231006,101,10/6/23,2023
251-231009,101,10/9/23,2023
251-231011,101,10/11/23,2023
251-231013,101,10/13/23,2023
251-231016,101,10/16/23,2023
251-231018,101,10/18/23,2023
251-231020,101,10/20/23,2023
251-231023,101,10/23/23,2023
251-231025,101,10/25/23,2023
251-231027,101,10/27/23,2023
251-231030,101,10/30/23,2023
251-231101,101,11/1/23,2023
251-231103,101,11/3/23,2023
251-231106,101,11/6/23,2023
251-231108,101,11/8/23,2023
251-231110,101,11/10/23,2023
251-231113,101,11/13/23,2023
251-231115,101,11/15/23,2023
251-231117,101,11/17/23,2023
251-231120,101,11/20/23,2023
251-231122,101,11/22/23,2023
251-231127,101,11/27/23,2023
251-231129,101,11/29/23,2023
251-231201,101,12/1/23,2023
251-231204,101,12/4/23,2023
251-231208,101,12/8/23,2023
251-231211,101,12/11/23,2023
251-231213,101,12/13/23,2023
251-231215,101,12/15/23,2023
251-231220,101,12/20/23,2023
251-231222,101,12/22/23,2023
251-231227,101,12/27/23,2023
251-231229,101,12/29/23,2023
251-240101,101,1/1/24,2024
251-240103,101,1/3/24,2024
251-240105,101,1/5/24,2024
251-240108,101,1/8/24,2024
251-240110,101,1/10/24,2024
251-240112,101,1/12/24,2024
251-240115,101,1/15/24,2024
251-240117,101,1/17/24,2024
251-240119,101,1/19/24,2024
251-240122,101,1/22/24,2024
251-240124,101,1/24/24,2024
251-240126,101,1/26/24,2024
251-240129,101,1/29/24,2024
251-240131,101,1/31/24,2024
251-240202,101,2/2/24,2024
251-240205,101,2/5/24,2024
251-240207,101,2/7/24,2024
251-240209,101,2/9/24,2024
251-240212,101,2/12/24,2024
251-240214,101,2/14/24,2024
251-240216,101,2/16/24,2024
251-240219,101,2/19/24,2024
251-240221,101,2/21/24,2024
31-220403,102,4/3/22,2022
31-220405,102,4/5/22,2022
31-220407,102,4/7/22,2022
31-220410,102,4/10/22,2022
31-220412,102,4/12/22,2022
31-220414,102,4/14/22,2022
31-220417,102,4/17/22,2022
31-220419,102,4/19/22,2022
31-220421,102,4/21/22,2022
31-220424,102,4/24/22,2022
31-220426,102,4/26/22,2022
31-220428,102,4/28/22,2022
31-220501,102,5/1/22,2022
31-220503,102,5/3/22,2022
31-220505,102,5/5/22,2022
31-220508,102,5/8/22,2022
31-220510,102,5/10/22,2022
31-220512,102,5/12/22,2022
31-220515,102,5/15/22,2022
31-220517,102,5/17/22,2022
31-220519,102,5/19/22,2022
31-220522,102,5/22/22,2022
31-220524,102,5/24/22,2022
31-220526,102,5/26/22,2022
31-220529,102,5/29/22,2022
31-220531,102,5/31/22,2022
31-220602,102,6/2/22,2022
31-220605,102,6/5/22,2022
31-220607,102,6/7/22,2022
31-220609,102,6/9/22,2022
31-220612,102,6/12/22,2022
31-220614,102,6/14/22,2022
31-220616,102,6/16/22,2022
31-220619,102,6/19/22,2022
31-220621,102,6/21/22,2022
31-220623,102,6/23/22,2022
31-220626,102,6/26/22,2022
31-220628,102,6/28/22,2022
31-220630,102,6/30/22,2022
31-220703,102,7/3/22,2022
31-220705,102,7/5/22,2022
31-220707,102,7/7/22,2022
31-220710,102,7/10/22,2022
31-220712,102,7/12/22,2022
31-220714,102,7/14/22,2022
31-220717,102,7/17/22,2022
31-220719,102,7/19/22,2022
31-220721,102,7/21/22,2022
31-220724,102,7/24/22,2022
31-220726,102,7/26/22,2022
31-220728,102,7/28/22,2022
31-220731,102,7/31/22,2022
31-220802,102,8/2/22,2022
31-220804,102,8/4/22,2022
31-220807,102,8/7/22,2022
31-220809,102,8/9/22,2022
31-220811,102,8/11/22,2022
31-220814,102,8/14/22,2022
31-220816,102,8/16/22,2022
31-220818,102,8/18/22,2022
31-220821,102,8/21/22,2022
31-220823,102,8/23/22,2022
31-220825,102,8/25/22,2022
31-220828,102,8/28/22,2022
31-220830,102,8/30/22,2022
31-220901,102,9/1/22,2022
31-220904,102,9/4/22,2022
31-220906,102,9/6/22,2022
31-220908,102,9/8/22,2022
31-220911,102,9/11/22,2022
31-220913,102,9/13/22,2022
31-220915,102,9/15/22,2022
31-220918,102,9/18/22,2022
31-220920,102,9/20/22,2022
31-220922,102,9/22/22,2022
31-220925,102,9/25/22,2022
31-221002,102,10/2/22,2022
31-221004,102,10/4/22,2022
31-221007,102,10/7/22,2022
31-221009,102,10/9/22,2022
31-221011,102,10/11/22,2022
31-221013,102,10/13/22,2022
31-221016,102,10/16/22,2022
31-221018,102,10/18/22,2022
31-221020,102,10/20/22,2022
31-221023,102,10/23/22,2022
31-221025,102,10/25/22,2022
31-221027,102,10/27/22,2022
31-221030,102,10/30/22,2022
31-221101,102,11/1/22,2022
31-221103,102,11/3/22,2022
31-221106,102,11/6/22,2022
31-221110,102,11/10/22,2022
31-221113,102,11/13/22,2022
31-221115,102,11/15/22,2022
31-221117,102,11/17/22,2022
31-221120,102,11/20/22,2022
31-221127,102,11/27/22,2022
31-221129,102,11/29/22,2022
31-221201,102,12/1/22,2022
31-221204,102,12/4/22,2022
31-221206,102,12/6/22,2022
31-221208,102,12/8/22,2022
31-221211,102,12/11/22,2022
31-221213,102,12/13/22,2022
31-221215,102,12/15/22,2022
31-221218,102,12/18/22,2022
31-221226,102,12/26/22,2022
31-230102,102,1/2/23,2023
31-230103,102,1/3/23,2023
31-230104,102,1/4/23,2023
31-230105,102,1/5/23,2023
31-230108,102,1/8/23,2023
31-230109,102,1/9/23,2023
31-230110,102,1/10/23,2023
31-230112,102,1/12/23,2023
31-230115,102,1/15/23,2023
31-230117,102,1/17/23,2023
31-230119,102,1/19/23,2023
31-230122,102,1/22/23,2023
31-230124,102,1/24/23,2023
31-230127,102,1/27/23,2023
31-230129,102,1/29/23,2023
31-230131,102,1/31/23,2023
31-230202,102,2/2/23,2023
31-230205,102,2/5/23,2023
31-230207,102,2/7/23,2023
31-230209,102,2/9/23,2023
31-230211,102,2/11/23,2023
31-230214,102,2/14/23,2023
31-230216,102,2/16/23,2023
31-230219,102,2/19/23,2023
31-230221,102,2/21/23,2023
31-230223,102,2/23/23,2023
31-230226,102,2/26/23,2023
31-230302,102,3/2/23,2023
31-230305,102,3/5/23,2023
31-230307,102,3/7/23,2023
31-230309,102,3/9/23,2023
31-230312,102,3/12/23,2023
31-230314,102,3/14/23,2023
31-230316,102,3/16/23,2023
31-230319,102,3/19/23,2023
31-230323,102,3/23/23,2023
31-230326,102,3/26/23,2023
31-230328,102,3/28/23,2023
31-230330,102,3/30/23,2023
31-230402,102,4/2/23,2023
31-230404,102,4/4/23,2023
31-230406,102,4/6/23,2023
31-230409,102,4/9/23,2023
31-230411,102,4/11/23,2023
31-230413,102,4/13/23,2023
31-230416,102,4/16/23,2023
31-230418,102,4/18/23,2023
31-230425,102,4/25/23,2023
31-230427,102,4/27/23,2023
31-230430,102,4/30/23,2023
31-230502,102,5/2/23,2023
31-230504,102,5/4/23,2023
31-230507,102,5/7/23,2023
31-230509,102,5/9/23,2023
31-230511,102,5/11/23,2023
31-230516,102,5/16/23,2023
31-230521,102,5/21/23,2023
31-230523,102,5/23/23,2023
31-230525,102,5/25/23,2023
31-230528,102,5/28/23,2023
31-230530,102,5/30/23,2023
31-230601,102,6/1/23,2023
31-230604,102,6/4/23,2023
31-230606,102,6/6/23,2023
31-230609,102,6/9/23,2023
31-230611,102,6/11/23,2023
31-230613,102,6/13/23,2023
31-230615,102,6/15/23,2023
31-230618,102,6/18/23,2023
31-230620,102,6/20/23,2023
31-230629,102,6/29/23,2023
31-230704,102,7/4/23,2023
31-230706,102,7/6/23,2023
31-230713,102,7/13/23,2023
31-230716,102,7/16/23,2023
31-230718,102,7/18/23,2023
31-230721,102,7/21/23,2023
31-230723,102,7/23/23,2023
31-230725,102,7/25/23,2023
31-230727,102,7/27/23,2023
31-230730,102,7/30/23,2023
31-230801,102,8/1/23,2023
31-230803,102,8/3/23,2023
31-230806,102,8/6/23,2023
31-230808,102,8/8/23,2023
31-230810,102,8/10/23,2023
31-230813,102,8/13/23,2023
31-230815,102,8/15/23,2023
31-230817,102,8/17/23,2023
31-230820,102,8/20/23,2023
31-230822,102,8/22/23,2023
31-230824,102,8/24/23,2023
31-230827,102,8/27/23,2023
31-230901,102,9/1/23,2023
31-230904,102,9/4/23,2023
31-230905,102,9/5/23,2023
31-230907,102,9/7/23,2023
31-230910,102,9/10/23,2023
31-230912,102,9/12/23,2023
31-230914,102,9/14/23,2023
31-230917,102,9/17/23,2023
31-230919,102,9/19/23,2023
31-230928,102,9/28/23,2023
31-231001,102,10/1/23,2023
31-231003,102,10/3/23,2023
31-231005,102,10/5/23,2023
31-231008,102,10/8/23,2023
31-231010,102,10/10/23,2023
31-231012,102,10/12/23,2023
31-231015,102,10/15/23,2023
31-231017,102,10/17/23,2023
31-231019,102,10/19/23,2023
31-231022,102,10/22/23,2023
31-231024,102,10/24/23,2023
31-231026,102,10/26/23,2023
31-231029,102,10/29/23,2023
31-231102,102,11/2/23,2023
31-231105,102,11/5/23,2023
31-231107,102,11/7/23,2023
31-231109,102,11/9/23,2023
31-231112,102,11/12/23,2023
31-231114,102,11/14/23,2023
31-231117,102,11/17/23,2023
31-231119,102,11/19/23,2023
31-231126,102,11/26/23,2023
31-231128,102,11/28/23,2023
31-231130,102,11/30/23,2023
31-231203,102,12/3/23,2023
31-231205,102,12/5/23,2023
31-231208,102,12/8/23,2023
31-231210,102,12/10/23,2023
31-231212,102,12/12/23,2023
31-231214,102,12/14/23,2023
31-231217,102,12/17/23,2023
31-231219,102,12/19/23,2023
31-231226,102,12/26/23,2023
31-240102,102,1/2/24,2024
31-240105,102,1/5/24,2024
31-240107,102,1/7/24,2024
31-240109,102,1/9/24,2024
31-240111,102,1/11/24,2024
31-240114,102,1/14/24,2024
31-240116,102,1/16/24,2024
31-240118,102,1/18/24,2024
31-240121,102,1/21/24,2024
31-240123,102,1/23/24,2024
31-240125,102,1/25/24,2024
31-240128,102,1/28/24,2024
31-240130,102,1/30/24,2024
31-240201,102,2/1/24,2024
31-240204,102,2/4/24,2024
31-240208,102,2/8/24,2024
31-240211,102,2/11/24,2024
31-240215,102,2/15/24,2024
31-240218,102,2/18/24,2024
31-240220,102,2/20/24,2024
250-230807,103,8/7/23,2023
250-230809,103,8/9/23,2023
250-230811,103,8/11/23,2023
250-230814,103,8/14/23,2023
250-230816,103,8/16/23,2023
250-230818,103,8/18/23,2023
250-230821,103,8/21/23,2023
250-230823,103,8/23/23,2023
250-230825,103,8/25/23,2023
250-230828,103,8/28/23,2023
250-230901,103,9/1/23,2023
250-230904,103,9/4/23,2023
250-230906,103,9/6/23,2023
250-230908,103,9/8/23,2023
250-230911,103,9/11/23,2023
250-230913,103,9/13/23,2023
250-230915,103,9/15/23,2023
250-230918,103,9/18/23,2023
250-230920,103,9/20/23,2023
250-230922,103,9/22/23,2023
250-230925,103,9/25/23,2023
250-230927,103,9/27/23,2023
250-230929,103,9/29/23,2023
250-231002,103,10/2/23,2023
250-231006,103,10/6/23,2023
250-231009,103,10/9/23,2023
250-231011,103,10/11/23,2023
250-231013,103,10/13/23,2023
250-231016,103,10/16/23,2023
250-231018,103,10/18/23,2023
250-231020,103,10/20/23,2023
250-231023,103,10/23/23,2023
250-231025,103,10/25/23,2023
250-231027,103,10/27/23,2023
250-231030,103,10/30/23,2023
250-231103,103,11/3/23,2023
250-231106,103,11/6/23,2023
250-231108,103,11/8/23,2023
250-231110,103,11/10/23,2023
250-231113,103,11/13/23,2023
250-231115,103,11/15/23,2023
250-231117,103,11/17/23,2023
250-231120,103,11/20/23,2023
250-231122,103,11/22/23,2023
250-231127,103,11/27/23,2023
250-231129,103,11/29/23,2023
250-231201,103,12/1/23,2023
250-231204,103,12/4/23,2023
250-231206,103,12/6/23,2023
250-231208,103,12/8/23,2023
250-231211,103,12/11/23,2023
250-231213,103,12/13/23,2023
250-231215,103,12/15/23,2023
250-231218,103,12/18/23,2023
250-231222,103,12/22/23,2023
250-231227,103,12/27/23,2023
250-231229,103,12/29/23,2023
250-240101,103,1/1/24,2024
250-240103,103,1/3/24,2024
250-240105,103,1/5/24,2024
250-240108,103,1/8/24,2024
250-240110,103,1/10/24,2024
250-240112,103,1/12/24,2024
250-240115,103,1/15/24,2024
250-240117,103,1/17/24,2024
250-240119,103,1/19/24,2024
250-240122,103,1/22/24,2024
250-240125,103,1/25/24,2024
250-240126,103,1/26/24,2024
250-240129,103,1/29/24,2024
250-240131,103,1/31/24,2024
250-240202,103,2/2/24,2024
250-240205,103,2/5/24,2024
250-240207,103,2/7/24,2024
250-240209,103,2/9/24,2024
250-240212,103,2/12/24,2024
250-240214,103,2/14/24,2024
250-240216,103,2/16/24,2024
250-240219,103,2/19/24,2024
250-240221,103,2/21/24,2024
48-220620,104,6/20/22,2022
48-220622,104,6/22/22,2022
48-220624,104,6/24/22,2022
48-220627,104,6/27/22,2022
48-220629,104,6/29/22,2022
48-220701,104,7/1/22,2022
48-220706,104,7/6/22,2022
48-220708,104,7/8/22,2022
48-220711,104,7/11/22,2022
48-220713,104,7/13/22,2022
48-220715,104,7/15/22,2022
48-220718,104,7/18/22,2022
48-220720,104,7/20/22,2022
48-220722,104,7/22/22,2022
48-229725,104,7/25/22,2022
48-220727,104,7/27/22,2022
48-220729,104,7/29/22,2022
48-220801,104,8/1/22,2022
48-220803,104,8/3/22,2022
48-220805,104,8/5/22,2022
48-220808,104,8/8/22,2022
48-220810,104,8/10/22,2022
48-220812,104,8/12/22,2022
48-220815,104,8/15/22,2022
48-220817,104,8/17/22,2022
48-220819,104,8/19/22,2022
48-220822,104,8/22/22,2022
48-220824,104,8/24/22,2022
48-220826,104,8/26/22,2022
48-220829,104,8/29/22,2022
48-220831,104,8/31/22,2022
48-220902,104,9/2/22,2022
48-220907,104,9/7/22,2022
48-220909,104,9/9/22,2022
48-220912,104,9/12/22,2022
48-220914,104,9/14/22,2022
48-220916,104,9/16/22,2022
48-220919,104,9/19/22,2022
48-220921,104,9/21/22,2022
48-220923,104,9/23/22,2022
48-220926,104,9/26/22,2022
48-220928,104,9/28/22,2022
48-220930,104,9/30/22,2022
48-221003,104,10/3/22,2022
48-221005,104,10/5/22,2022
48-221007,104,10/7/22,2022
48-221010,104,10/10/22,2022
48-221012,104,10/12/22,2022
48-221014,104,10/14/22,2022
48-221017,104,10/17/22,2022
48-221019,104,10/19/22,2022
48-221021,104,10/21/22,2022
48-221024,104,10/24/22,2022
48-221026,104,10/26/22,2022
48-221028,104,10/28/22,2022
48-221031,104,10/31/22,2022
48-221102,104,11/2/22,2022
48-221104,104,11/4/22,2022
48-221107,104,11/7/22,2022
48-221109,104,11/9/22,2022
48-221111,104,11/11/22,2022
48-221114,104,11/14/22,2022
48-221116,104,11/16/22,2022
48-221118,104,11/18/22,2022
48-221121,104,11/21/22,2022
48-221123,104,11/23/22,2022
48-221128,104,11/28/22,2022
48-221130,104,11/30/22,2022
48-221202,104,12/2/22,2022
48-221205,104,12/5/22,2022
48-221207,104,12/7/22,2022
48-221209,104,12/9/22,2022
48-221212,104,12/12/22,2022
48-221214,104,12/14/22,2022
48-221216,104,12/16/22,2022
48-221219,104,12/19/22,2022
48-221221,104,12/21/22,2022
48-221223,104,12/23/22,2022
48-221226,104,12/26/22,2022
48-221228,104,12/28/22,2022
48-221230,104,12/30/22,2022
48-230102,104,1/2/23,2023
48-230104,104,1/4/23,2023
48-230106,104,1/6/23,2023
48-230109,104,1/9/23,2023
48-230111,104,1/11/23,2023
48-230113,104,1/13/23,2023
48-230116,104,1/16/23,2023
48-230118,104,1/18/23,2023
48-230120,104,1/20/23,2023
48-230123,104,1/23/23,2023
48-230125,104,1/25/23,2023
48-230127,104,1/27/23,2023
48-230130,104,1/30/23,2023
48-230201,104,2/1/23,2023
48-230203,104,2/3/23,2023
48-230206,104,2/6/23,2023
48-230208,104,2/8/23,2023
48-230210,104,2/10/23,2023
48-230213,104,2/13/23,2023
48-230215,104,2/15/23,2023
48-230217,104,2/17/23,2023
48-230220,104,2/20/23,2023
48-230222,104,2/22/23,2023
48-230224,104,2/24/23,2023
48-230226,104,2/26/23,2023
48-230301,104,3/1/23,2023
48-230303,104,3/3/23,2023
48-230306,104,3/6/23,2023
48-230308,104,3/8/23,2023
48-230310,104,3/10/23,2023
48-230313,104,3/13/23,2023
48-230315,104,3/15/23,2023
48-230317,104,3/16/23,2023
48-230320,104,3/20/23,2023
48-230322,104,3/22/23,2023
48-230324,104,3/24/23,2023
48-230327,104,3/27/23,2023
48-230329,104,3/29/23,2023
48-230331,104,3/31/23,2023
48-230403,104,4/3/23,2023
48-230405,104,4/5/23,2023
48-230407,104,4/7/23,2023
48-230411,104,4/11/23,2023
48-230412,104,4/12/23,2023
48-230414,104,4/14/23,2023
48-230417,104,4/17/23,2023
48-230419,104,4/19/23,2023
48-230421,104,4/21/23,2023
48-230424,104,4/24/23,2023
48-230426,104,4/26/23,2023
48-230428,104,4/28/23,2023
48-230503,104,5/3/23,2023
48-230505,104,5/5/23,2023
48-230508,104,5/8/23,2023
48-230510,104,5/10/23,2023
48-230512,104,5/12/23,2023
48-230515,104,5/15/23,2023
48-230517,104,5/17/23,2023
48-230519,104,5/19/23,2023
48-230522,104,5/22/23,2023
48-230524,104,5/24/23,2023
48-230526,104,5/26/23,2023
48-230529,104,5/29/23,2023
48-230531,104,5/31/23,2023
48-230602,104,6/2/23,2023
48-230605,104,6/5/23,2023
48-230607,104,6/7/23,2023
48-230609,104,6/9/23,2023
48-230612,104,6/12/23,2023
48-230614,104,6/14/23,2023
48-230616,104,6/16/23,2023
48-230619,104,6/19/23,2023
48-230621,104,6/21/23,2023
48-230623,104,6/23/23,2023
48-230626,104,6/26/23,2023
48-230628,104,6/28/23,2023
48-230630,104,6/30/23,2023
48-230703,104,7/3/23,2023
48-230705,104,7/5/23,2023
48-230707,104,7/7/23,2023
48-230710,104,7/10/23,2023
48-230712,104,7/12/23,2023
48-230719,104,7/19/23,2023
48-230721,104,7/21/23,2023
48-230724,104,7/24/23,2023
48-230726,104,7/26/23,2023
48-230728,104,7/28/23,2023
48-230731,104,7/31/23,2023
48-230802,104,8/2/23,2023
48-230804,104,8/4/23,2023
48-230807,104,8/7/23,2023
48-230809,104,8/9/23,2023
48-230811,104,8/11/23,2023
48-230814,104,8/14/23,2023
48-230816,104,8/16/23,2023
48-230818,104,8/18/23,2023
48-230821,104,8/21/23,2023
48-230823,104,8/23/23,2023
48-230825,104,8/25/23,2023
48-230828,104,8/28/23,2023
48-230830,104,8/30/23,2023
48-230901,104,9/1/23,2023
48-230904,104,9/4/23,2023
48-230906,104,9/6/23,2023
48-230908,104,9/8/23,2023
48-230912,104,9/12/23,2023
48-230913,104,9/13/23,2023
48-230915,104,9/15/23,2023
48-230918,104,9/18/23,2023
48-230920,104,9/20/23,2023
48-230922,104,9/22/23,2023
48-230925,104,9/25/23,2023
48-230927,104,9/27/23,2023
48-230929,104,9/29/23,2023
48-231002,104,10/2/23,2023
48-231004,104,10/4/23,2023
48-231006,104,10/6/23,2023
48-231009,104,10/9/23,2023
48-231011,104,10/11/23,2023
48-231013,104,10/13/23,2023
48-231016,104,10/16/23,2023
48-231018,104,10/18/23,2023
48-231020,104,10/20/23,2023
48-231023,104,10/23/23,2023
48-231025,104,10/25/23,2023
48-231027,104,10/27/23,2023
48-231030,104,10/30/23,2023
48-231101,104,11/1/23,2023
48-231102,104,11/2/23,2023
48-231103,104,11/3/23,2023
48-231106,104,11/6/23,2023
48-231108,104,11/8/23,2023
48-231110,104,11/10/23,2023
48-231113,104,11/13/23,2023
48-231115,104,11/15/23,2023
48-231117,104,11/17/23,2023
48-231120,104,11/20/23,2023
48-231122,104,11/22/23,2023
48-231124,104,11/24/23,2023
48-231127,104,11/27/23,2023
48-231129,104,11/29/23,2023
48-231201,104,12/1/23,2023
48-231204,104,12/4/23,2023
48-231206,104,12/6/23,2023
48-231208,104,12/8/23,2023
48-231211,104,12/11/23,2023
48-231213,104,12/13/23,2023
48-231215,104,12/15/23,2023
48-231218,104,12/18/23,2023
48-231220,104,12/20/23,2023
48-231222,104,12/22/23,2023
48-231225,104,12/25/23,2023
48-231227,104,12/27/23,2023
48-231229,104,12/29/23,2023
48-240101,104,1/1/24,2024
48-240103,104,1/3/24,2024
48-240105,104,1/5/24,2024
48-240108,104,1/8/24,2024
48-240110,104,1/10/24,2024
48-240112,104,1/12/24,2024
48-240115,104,1/15/24,2024
48-240117,104,1/17/24,2024
48-240119,104,1/19/24,2024
48-240122,104,1/22/24,2024
48-240124,104,1/24/24,2024
48-240126,104,1/26/24,2024
48-240129,104,1/29/24,2024
48-240131,104,1/31/24,2024
48-240202,104,2/2/24,2024
48-240205,104,2/5/24,2024
48-240207,104,2/7/24,2024
48-240209,104,2/9/24,2024
48-240213,104,2/13/24,2024
48-240214,104,2/14/24,2024
48-240216,104,2/16/24,2024
48-240219,104,2/19/24,2024
48-240221,104,2/21/24,2024
214-230411,105,4/11/23,2023
214-230413,105,4/13/23,2023
214-230418,105,4/18/23,2023
214-230420,105,4/20/23,2023
214-230425,105,4/25/23,2023
214-230427,105,4/27/23,2023
214-230502,105,5/2/23,2023
214-230504,105,5/4/23,2023
214-230509,105,5/9/23,2023
214-230511,105,5/11/23,2023
214-230516,105,5/16/23,2023
214-230518,105,5/18/23,2023
214-230523,105,5/23/23,2023
214-230525,105,5/25/23,2023
214-230530,105,5/30/23,2023
214-230601,105,6/1/23,2023
214-230606,105,6/6/23,2023
214-230608,105,6/8/23,2023
214-230613,105,6/13/23,2023
214-230615,105,6/15/23,2023
214-230620,105,6/20/23,2023
214-230622,105,6/22/23,2023
214-230627,105,6/27/23,2023
214-230629,105,6/29/23,2023
214-230706,105,7/6/23,2023
214-230711,105,7/11/23,2023
214-230713,105,7/13/23,2023
214-230718,105,7/18/23,2023
214-230720,105,7/20/23,2023
214-230725,105,7/25/23,2023
214-230727,105,7/27/23,2023
214-230801,105,8/1/23,2023
214-230803,105,8/3/23,2023
214-230808,105,8/8/23,2023
214-230810,105,8/10/23,2023
214-230815,105,8/15/23,2023
214-230817,105,8/17/23,2023
214-230822,105,8/22/23,2023
214-230824,105,8/24/23,2023
214-230829,105,8/29/23,2023
214-230831,105,8/31/23,2023
214-230905,105,9/5/23,2023
214-230907,105,9/7/23,2023
214-230912,105,9/12/23,2023
214-230914,105,9/14/23,2023
214-230919,105,9/19/23,2023
214-230921,105,9/21/23,2023
214-230926,105,9/26/23,2023
214-230928,105,9/28/23,2023
214-231004,105,10/4/23,2023
214-231005,105,10/5/23,2023
214-231010,105,10/10/23,2023
214-231012,105,10/12/23,2023
214-231017,105,10/17/23,2023
214-231019,105,10/19/23,2023
214-231024,105,10/24/23,2023
214-231026,105,10/26/23,2023
214-231031,105,10/31/23,2023
214-231102,105,11/2/23,2023
214-231107,105,11/7/23,2023
214-231109,105,11/9/23,2023
214-231114,105,11/14/23,2023
214-231116,105,11/16/23,2023
214-231120,105,11/20/23,2023
214-231128,105,11/28/23,2023
214-231130,105,11/30/23,2023
214-231205,105,12/5/23,2023
214-231207,105,12/7/23,2023
214-231212,105,12/12/23,2023
214-231214,105,12/14/23,2023
214-231219,105,12/19/23,2023
214-231221,105,12/21/23,2023
214-231226,105,12/26/23,2023
214-231228,105,12/28/23,2023
214-240102,105,1/2/24,2024
214-240104,105,1/4/24,2024
214-240109,105,1/9/24,2024
214-240111,105,1/11/24,2024
214-240116,105,1/16/24,2024
214-240118,105,1/18/24,2024
214-240123,105,1/23/24,2024
214-240125,105,1/25/24,2024
214-240130,105,1/30/24,2024
214-240201,105,2/1/24,2024
214-240206,105,2/6/24,2024
214-240208,105,2/8/24,2024
214-240213,105,2/13/24,2024
214-240215,105,2/15/24,2024
214-240220,105,2/20/24,2024
25-220215,106,2/15/22,2022
25-220216,106,2/16/22,2022
25-220217,106,2/17/22,2022
25-220222,106,2/22/22,2022
25-220223,106,2/23/22,2022
25-220224,106,2/24/22,2022
25-220301,106,3/1/22,2022
25-220302,106,3/2/22,2022
25-220303,106,3/3/22,2022
25-220308,106,3/8/22,2022
25-220309,106,3/9/22,2022
25-220310,106,3/10/22,2022
25-220315,106,3/15/22,2022
25-220316,106,3/16/22,2022
25-220317,106,3/17/22,2022
25-220322,106,3/22/22,2022
25-220323,106,3/23/22,2022
25-220324,106,3/24/22,2022
25-220329,106,3/29/22,2022
25-220330,106,3/30/22,2022
25-220401,106,4/1/22,2022
25-220405,106,4/5/22,2022
25-220406,106,4/6/22,2022
25-220407,106,4/7/22,2022
25-220412,106,4/12/22,2022
25-220413,106,4/13/22,2022
25-220414,106,4/14/22,2022
25-220419,106,4/19/22,2022
25-220420,106,4/20/22,2022
25-220421,106,4/21/22,2022
25-220426,106,4/26/22,2022
25-220427,106,4/27/22,2022
25-220428,106,4/28/22,2022
25-220503,106,5/3/22,2022
25-220504,106,5/4/22,2022
25-220505,106,5/5/22,2022
25-220510,106,5/10/22,2022
25-220511,106,5/11/22,2022
25-220512,106,5/12/22,2022
25-220517,106,5/17/22,2022
25-220518,106,5/18/22,2022
25-220519,106,5/19/22,2022
25-220524,106,5/24/22,2022
25-220525,106,5/25/22,2022
25-220526,106,5/26/22,2022
25-220531,106,5/31/22,2022
25-220601,106,6/1/22,2022
25-220602,106,6/2/22,2022
25-220607,106,6/7/22,2022
25-220608,106,6/8/22,2022
25-220609,106,6/9/22,2022
25-220614,106,6/14/22,2022
25-220615,106,6/15/22,2022
25-220616,106,6/16/22,2022
25-220622,106,6/22/22,2022
25-220623,106,6/23/22,2022
25-220624,106,6/24/22,2022
25-220628,106,6/28/22,2022
25-220629,106,6/29/22,2022
25-220630,106,6/30/22,2022
25-220701,106,7/1/22,2022
25-220705,106,7/5/22,2022
25-220706,106,7/6/22,2022
25-220707,106,7/7/22,2022
25-220712,106,7/12/22,2022
25-220713,106,7/13/22,2022
25-220714,106,7/14/22,2022
25-220719,106,7/19/22,2022
25-220720,106,7/20/22,2022
25-220721,106,7/21/22,2022
25-220726,106,7/26/22,2022
